pQTL.Protein	pQTL.Disease/Phenotype	pQTL.pvalue	pQTL.rsID	pQTL.steiger_pvalue	pQTL.coloc_prob	pQTL.beta	pQTL.method	pQTL.trans_cis	pQTL.q_pvalue	pQTL.ld_check	pQTL.se
APOB	Fractured bone site(s): Ankle	0.319126540870422	rs964184	NA	NA	-0.000842983642471502	Inverse variance weighted	trans	0.496922408518724	NA	0.000846152970726131
APOB	Fractured bone site(s): Ankle	0.319126540870422	rs520354	NA	NA	-0.000842983642471502	Inverse variance weighted	cis	0.496922408518724	NA	0.000846152970726131
APOB	Non-cancer illness code  self-reported: vitiligo	0.331701886120648	rs4751870	NA	NA	-0.000117163789471061	Inverse variance weighted	trans	0.608391335755798	NA	0.000120701355513994
APOB	Non-cancer illness code  self-reported: vitiligo	0.331701886120648	rs964184	NA	NA	-0.000117163789471061	Inverse variance weighted	trans	0.608391335755798	NA	0.000120701355513994
APOB	Non-cancer illness code  self-reported: vitiligo	0.331701886120648	rs520354	NA	NA	-0.000117163789471061	Inverse variance weighted	cis	0.608391335755798	NA	0.000120701355513994
APOB	Caudate volume	0.334026686961634	rs4751870	NA	NA	-14.3873889526533	Inverse variance weighted	trans	0.751349102456191	NA	14.8932383666694
APOB	Caudate volume	0.334026686961634	rs520354	NA	NA	-14.3873889526533	Inverse variance weighted	cis	0.751349102456191	NA	14.8932383666694
APOB	Non-cancer illness code  self-reported: emphysema or chronic bronchitis	0.335734849273546	rs4751870	NA	NA	0.000800555034218388	Inverse variance weighted	trans	0.880658126036844	NA	0.00083163594052689
APOB	Non-cancer illness code  self-reported: emphysema or chronic bronchitis	0.335734849273546	rs964184	NA	NA	0.000800555034218388	Inverse variance weighted	trans	0.880658126036844	NA	0.00083163594052689
APOB	Non-cancer illness code  self-reported: emphysema or chronic bronchitis	0.335734849273546	rs520354	NA	NA	0.000800555034218388	Inverse variance weighted	cis	0.880658126036844	NA	0.00083163594052689
APOB	Non-cancer illness code  self-reported: hayfever or allergic rhinitis	0.368247790879319	rs4751870	NA	NA	0.00150342626182028	Inverse variance weighted	trans	0.392301876418251	NA	0.0016709185240178
APOB	Non-cancer illness code  self-reported: hayfever or allergic rhinitis	0.368247790879319	rs964184	NA	NA	0.00150342626182028	Inverse variance weighted	trans	0.392301876418251	NA	0.0016709185240178
APOB	Non-cancer illness code  self-reported: hayfever or allergic rhinitis	0.368247790879319	rs520354	NA	NA	0.00150342626182028	Inverse variance weighted	cis	0.392301876418251	NA	0.0016709185240178
APOB	Neo-conscientiousness	0.369687529211797	rs520354	NA	NA	-0.221233102538741	Wald ratio	cis	NA	NA	0.246620507748104
APOB	Eye problems or disorders: Glaucoma	0.370113066519943	rs4751870	NA	NA	-0.00231959902767992	Inverse variance weighted	trans	0.566003423251875	NA	0.00258808259275607
APOB	Eye problems or disorders: Glaucoma	0.370113066519943	rs964184	NA	NA	-0.00231959902767992	Inverse variance weighted	trans	0.566003423251875	NA	0.00258808259275607
APOB	Eye problems or disorders: Glaucoma	0.370113066519943	rs520354	NA	NA	-0.00231959902767992	Inverse variance weighted	cis	0.566003423251875	NA	0.00258808259275607
APOB	Diagnoses - main ICD10: R10 Abdominal and pelvic pain	0.371598342653903	rs4751870	NA	NA	-0.00128848327430364	Inverse variance weighted	trans	0.765840779256204	NA	0.00144208972804599
APOB	Diagnoses - main ICD10: R10 Abdominal and pelvic pain	0.371598342653903	rs964184	NA	NA	-0.00128848327430364	Inverse variance weighted	trans	0.765840779256204	NA	0.00144208972804599
APOB	Diagnoses - main ICD10: R10 Abdominal and pelvic pain	0.371598342653903	rs520354	NA	NA	-0.00128848327430364	Inverse variance weighted	cis	0.765840779256204	NA	0.00144208972804599
APOB	Non-cancer illness code  self-reported: hyperthyroidism or thyrotoxicosis	0.376285739640547	rs4751870	NA	NA	0.000550281038268816	Inverse variance weighted	trans	0.973968269971526	NA	0.000621954696574418
APOB	Non-cancer illness code  self-reported: hyperthyroidism or thyrotoxicosis	0.376285739640547	rs964184	NA	NA	0.000550281038268816	Inverse variance weighted	trans	0.973968269971526	NA	0.000621954696574418
APOB	Non-cancer illness code  self-reported: hyperthyroidism or thyrotoxicosis	0.376285739640547	rs520354	NA	NA	0.000550281038268816	Inverse variance weighted	cis	0.973968269971526	NA	0.000621954696574418
APOB	Diagnoses - main ICD10: Z09 Follow-up examination after treatment for conditions other than malignant neoplasms	0.380033494675901	rs4751870	NA	NA	0.000774929203565032	Inverse variance weighted	trans	0.706104788484006	NA	0.000882773611107394
APOB	Diagnoses - main ICD10: Z09 Follow-up examination after treatment for conditions other than malignant neoplasms	0.380033494675901	rs964184	NA	NA	0.000774929203565032	Inverse variance weighted	trans	0.706104788484006	NA	0.000882773611107394
APOB	Diagnoses - main ICD10: Z09 Follow-up examination after treatment for conditions other than malignant neoplasms	0.380033494675901	rs520354	NA	NA	0.000774929203565032	Inverse variance weighted	cis	0.706104788484006	NA	0.000882773611107394
APOB	Glioma	0.389074458252188	rs964184	NA	NA	-0.428834737044	Wald ratio	trans	NA	NA	0.497894118455333
APOB	Non-cancer illness code  self-reported: pernicious anaemia	0.413136676459163	rs4751870	NA	NA	-0.000370796543733269	Inverse variance weighted	trans	0.267959315088846	NA	0.000453082573677542
APOB	Non-cancer illness code  self-reported: pernicious anaemia	0.413136676459163	rs964184	NA	NA	-0.000370796543733269	Inverse variance weighted	trans	0.267959315088846	NA	0.000453082573677542
APOB	Non-cancer illness code  self-reported: pernicious anaemia	0.413136676459163	rs520354	NA	NA	-0.000370796543733269	Inverse variance weighted	cis	0.267959315088846	NA	0.000453082573677542
APOB	Non-cancer illness code  self-reported: uterine fibroids	0.415516612167744	rs4751870	NA	NA	-0.000714449625734401	Inverse variance weighted	trans	0.577577047936579	NA	0.000877460729265026
APOB	Non-cancer illness code  self-reported: uterine fibroids	0.415516612167744	rs964184	NA	NA	-0.000714449625734401	Inverse variance weighted	trans	0.577577047936579	NA	0.000877460729265026
APOB	Non-cancer illness code  self-reported: uterine fibroids	0.415516612167744	rs520354	NA	NA	-0.000714449625734401	Inverse variance weighted	cis	0.577577047936579	NA	0.000877460729265026
APOB	Diagnoses - main ICD10: N81 Female genital prolapse	0.416571776390861	rs4751870	NA	NA	0.000887890200569965	Inverse variance weighted	trans	0.191304825247557	NA	0.00109294503843476
APOB	Diagnoses - main ICD10: N81 Female genital prolapse	0.416571776390861	rs964184	NA	NA	0.000887890200569965	Inverse variance weighted	trans	0.191304825247557	NA	0.00109294503843476
APOB	Diagnoses - main ICD10: N81 Female genital prolapse	0.416571776390861	rs520354	NA	NA	0.000887890200569965	Inverse variance weighted	cis	0.191304825247557	NA	0.00109294503843476
APOB	HOMA-B	0.4225552136146	rs964184	NA	NA	-0.0096378477549487	Inverse variance weighted	trans	0.256001918387316	NA	0.0120173249498735
APOB	HOMA-B	0.4225552136146	rs520354	NA	NA	-0.0096378477549487	Inverse variance weighted	cis	0.256001918387316	NA	0.0120173249498735
APOB	2hr glucose	0.427356969794324	rs964184	NA	NA	0.0447363485111268	Inverse variance weighted	trans	0.3352148810371	NA	0.0563627032353685
APOB	2hr glucose	0.427356969794324	rs520354	NA	NA	0.0447363485111268	Inverse variance weighted	cis	0.3352148810371	NA	0.0563627032353685
APOB	Sleep duration	0.430794478177047	rs4751870	NA	NA	-0.00652817065893585	Inverse variance weighted	trans	0.106398080769875	NA	0.00828623810965072
APOB	Sleep duration	0.430794478177047	rs964184	NA	NA	-0.00652817065893585	Inverse variance weighted	trans	0.106398080769875	NA	0.00828623810965072
APOB	Sleep duration	0.430794478177047	rs520354	NA	NA	-0.00652817065893585	Inverse variance weighted	cis	0.106398080769875	NA	0.00828623810965072
APOB	Diagnoses - main ICD10: R04 Haemorrhage from respiratory passages	0.437776795414834	rs4751870	NA	NA	-0.00040514632967225	Inverse variance weighted	trans	0.680443511917328	NA	0.000522127475615371
APOB	Diagnoses - main ICD10: R04 Haemorrhage from respiratory passages	0.437776795414834	rs964184	NA	NA	-0.00040514632967225	Inverse variance weighted	trans	0.680443511917328	NA	0.000522127475615371
APOB	Diagnoses - main ICD10: R04 Haemorrhage from respiratory passages	0.437776795414834	rs520354	NA	NA	-0.00040514632967225	Inverse variance weighted	cis	0.680443511917328	NA	0.000522127475615371
APOB	Diagnoses - main ICD10: D25 Leiomyoma of uterus	0.443653046087316	rs4751870	NA	NA	0.000618158143987846	Inverse variance weighted	trans	0.50928644497408	NA	0.000806953790850184
APOB	Diagnoses - main ICD10: D25 Leiomyoma of uterus	0.443653046087316	rs964184	NA	NA	0.000618158143987846	Inverse variance weighted	trans	0.50928644497408	NA	0.000806953790850184
APOB	Diagnoses - main ICD10: D25 Leiomyoma of uterus	0.443653046087316	rs520354	NA	NA	0.000618158143987846	Inverse variance weighted	cis	0.50928644497408	NA	0.000806953790850184
APOB	Celiac disease	0.460102056031626	rs964184	NA	NA	0.0735344205373644	Inverse variance weighted	trans	0.0833864066649116	NA	0.0995485718087662
APOB	Celiac disease	0.460102056031626	rs520354	NA	NA	0.0735344205373644	Inverse variance weighted	cis	0.0833864066649116	NA	0.0995485718087662
APOB	Platelet count	0.466441347364887	rs520354	NA	NA	1.01714474118035	Wald ratio	cis	NA	NA	1.39663699307616
APOB	Non-cancer illness code  self-reported: bladder problem (not cancer)	0.467487800094697	rs4751870	NA	NA	-0.000676067267506201	Inverse variance weighted	trans	0.0589024305845523	NA	0.000930488212518219
APOB	Non-cancer illness code  self-reported: bladder problem (not cancer)	0.467487800094697	rs964184	NA	NA	-0.000676067267506201	Inverse variance weighted	trans	0.0589024305845523	NA	0.000930488212518219
APOB	Non-cancer illness code  self-reported: bladder problem (not cancer)	0.467487800094697	rs520354	NA	NA	-0.000676067267506201	Inverse variance weighted	cis	0.0589024305845523	NA	0.000930488212518219
APOB	Non-cancer illness code  self-reported: hypopituitarism	0.47157202007529	rs4751870	NA	NA	9.68418973336613e-05	Inverse variance weighted	trans	0.491002682798695	NA	0.00013451690393259
APOB	Non-cancer illness code  self-reported: hypopituitarism	0.47157202007529	rs964184	NA	NA	9.68418973336613e-05	Inverse variance weighted	trans	0.491002682798695	NA	0.00013451690393259
APOB	Non-cancer illness code  self-reported: hypopituitarism	0.47157202007529	rs520354	NA	NA	9.68418973336613e-05	Inverse variance weighted	cis	0.491002682798695	NA	0.00013451690393259
APOB	Diagnoses - main ICD10: R35 Polyuria	0.474845230518955	rs4751870	NA	NA	-0.000324314287203955	Inverse variance weighted	trans	0.795053767295916	NA	0.000453828995303768
APOB	Diagnoses - main ICD10: R35 Polyuria	0.474845230518955	rs964184	NA	NA	-0.000324314287203955	Inverse variance weighted	trans	0.795053767295916	NA	0.000453828995303768
APOB	Diagnoses - main ICD10: R35 Polyuria	0.474845230518955	rs520354	NA	NA	-0.000324314287203955	Inverse variance weighted	cis	0.795053767295916	NA	0.000453828995303768
APOB	Forced expiratory volume in 1-second (FEV1)	0.476563384208633	rs4751870	NA	NA	-0.00603200761573242	Inverse variance weighted	trans	0.148666084756169	NA	0.00847381589415799
APOB	Forced expiratory volume in 1-second (FEV1)	0.476563384208633	rs964184	NA	NA	-0.00603200761573242	Inverse variance weighted	trans	0.148666084756169	NA	0.00847381589415799
APOB	Forced expiratory volume in 1-second (FEV1)	0.476563384208633	rs520354	NA	NA	-0.00603200761573242	Inverse variance weighted	cis	0.148666084756169	NA	0.00847381589415799
APOB	Cough on most days	0.481306603031096	rs4751870	NA	NA	-0.00349156539256061	Inverse variance weighted	trans	0.432325921634802	NA	0.00495818294388872
APOB	Cough on most days	0.481306603031096	rs964184	NA	NA	-0.00349156539256061	Inverse variance weighted	trans	0.432325921634802	NA	0.00495818294388872
APOB	Cough on most days	0.481306603031096	rs520354	NA	NA	-0.00349156539256061	Inverse variance weighted	cis	0.432325921634802	NA	0.00495818294388872
APOB	Chronic kidney disease	0.491970430856005	rs964184	NA	NA	-0.0442350660514138	Inverse variance weighted	trans	0.169562939077228	NA	0.0643720436734827
APOB	Chronic kidney disease	0.491970430856005	rs520354	NA	NA	-0.0442350660514138	Inverse variance weighted	cis	0.169562939077228	NA	0.0643720436734827
APOB	Non-cancer illness code  self-reported: arthritis (nos)	0.492010851570626	rs4751870	NA	NA	-0.000445202143852155	Inverse variance weighted	trans	0.345827245318554	NA	0.000647930476852491
APOB	Non-cancer illness code  self-reported: arthritis (nos)	0.492010851570626	rs964184	NA	NA	-0.000445202143852155	Inverse variance weighted	trans	0.345827245318554	NA	0.000647930476852491
APOB	Non-cancer illness code  self-reported: arthritis (nos)	0.492010851570626	rs520354	NA	NA	-0.000445202143852155	Inverse variance weighted	cis	0.345827245318554	NA	0.000647930476852491
APOB	Diagnoses - main ICD10: R11 Nausea and vomiting	0.496578847849147	rs4751870	NA	NA	0.000490938065368664	Inverse variance weighted	trans	0.0819531038742748	NA	0.000722092490760368
APOB	Diagnoses - main ICD10: R11 Nausea and vomiting	0.496578847849147	rs964184	NA	NA	0.000490938065368664	Inverse variance weighted	trans	0.0819531038742748	NA	0.000722092490760368
APOB	Diagnoses - main ICD10: R11 Nausea and vomiting	0.496578847849147	rs520354	NA	NA	0.000490938065368664	Inverse variance weighted	cis	0.0819531038742748	NA	0.000722092490760368
APOB	Non-cancer illness code  self-reported: vaginal prolapse or uterine prolapse	0.496994233106698	rs4751870	NA	NA	0.000361868437195919	Inverse variance weighted	trans	0.475461654108657	NA	0.000532765331442662
APOB	Non-cancer illness code  self-reported: vaginal prolapse or uterine prolapse	0.496994233106698	rs964184	NA	NA	0.000361868437195919	Inverse variance weighted	trans	0.475461654108657	NA	0.000532765331442662
APOB	Non-cancer illness code  self-reported: vaginal prolapse or uterine prolapse	0.496994233106698	rs520354	NA	NA	0.000361868437195919	Inverse variance weighted	cis	0.475461654108657	NA	0.000532765331442662
APOB	Fractured bone site(s): Arm	0.498426200304871	rs4751870	NA	NA	0.000487999314462323	Inverse variance weighted	trans	0.740830211261653	NA	0.000720860142754881
APOB	Fractured bone site(s): Arm	0.498426200304871	rs964184	NA	NA	0.000487999314462323	Inverse variance weighted	trans	0.740830211261653	NA	0.000720860142754881
APOB	Fractured bone site(s): Arm	0.498426200304871	rs520354	NA	NA	0.000487999314462323	Inverse variance weighted	cis	0.740830211261653	NA	0.000720860142754881
APOB	Diagnoses - main ICD10: M72 Fibroblastic disorders	0.498812932393265	rs4751870	NA	NA	-0.000477628054832843	Inverse variance weighted	trans	0.172117247815873	NA	0.00070617566556465
APOB	Diagnoses - main ICD10: M72 Fibroblastic disorders	0.498812932393265	rs964184	NA	NA	-0.000477628054832843	Inverse variance weighted	trans	0.172117247815873	NA	0.00070617566556465
APOB	Diagnoses - main ICD10: M72 Fibroblastic disorders	0.498812932393265	rs520354	NA	NA	-0.000477628054832843	Inverse variance weighted	cis	0.172117247815873	NA	0.00070617566556465
APOB	Neuroticism	0.500209878572437	rs4751870	NA	NA	0.00770405523543973	Inverse variance weighted	trans	0.698371246576668	NA	0.01142764372813
APOB	Neuroticism	0.500209878572437	rs964184	NA	NA	0.00770405523543973	Inverse variance weighted	trans	0.698371246576668	NA	0.01142764372813
APOB	Neuroticism	0.500209878572437	rs520354	NA	NA	0.00770405523543973	Inverse variance weighted	cis	0.698371246576668	NA	0.01142764372813
APOB	Diagnoses - main ICD10: G47 Sleep disorders	0.507334906323796	rs4751870	NA	NA	0.000367936683480636	Inverse variance weighted	trans	0.607349794890518	NA	0.000554962978508174
APOB	Diagnoses - main ICD10: G47 Sleep disorders	0.507334906323796	rs964184	NA	NA	0.000367936683480636	Inverse variance weighted	trans	0.607349794890518	NA	0.000554962978508174
APOB	Diagnoses - main ICD10: G47 Sleep disorders	0.507334906323796	rs520354	NA	NA	0.000367936683480636	Inverse variance weighted	cis	0.607349794890518	NA	0.000554962978508174
APOB	Major depressive disorder	0.512129124726862	rs964184	NA	NA	0.0446996119980015	Inverse variance weighted	trans	0.803901736957151	NA	0.068188918655671
APOB	Major depressive disorder	0.512129124726862	rs520354	NA	NA	0.0446996119980015	Inverse variance weighted	cis	0.803901736957151	NA	0.068188918655671
APOB	Rheumatoid arthritis	0.530784755114718	rs4751870	NA	NA	-0.0299159649370376	Inverse variance weighted	trans	0.845509791560348	NA	0.0477274379246354
APOB	Rheumatoid arthritis	0.530784755114718	rs520354	NA	NA	-0.0299159649370376	Inverse variance weighted	cis	0.845509791560348	NA	0.0477274379246354
APOB	Non-cancer illness code  self-reported: deep venous thrombosis (dvt)	0.537193178105007	rs4751870	NA	NA	0.000885749084114848	Inverse variance weighted	trans	0.131862236762828	NA	0.00143542733352905
APOB	Non-cancer illness code  self-reported: deep venous thrombosis (dvt)	0.537193178105007	rs964184	NA	NA	0.000885749084114848	Inverse variance weighted	trans	0.131862236762828	NA	0.00143542733352905
APOB	Non-cancer illness code  self-reported: deep venous thrombosis (dvt)	0.537193178105007	rs520354	NA	NA	0.000885749084114848	Inverse variance weighted	cis	0.131862236762828	NA	0.00143542733352905
APOB	Schizophrenia	0.540045655679069	rs4751870	NA	NA	-0.0203490862336156	Inverse variance weighted	trans	0.81954974745694	NA	0.0332097708327754
APOB	Schizophrenia	0.540045655679069	rs520354	NA	NA	-0.0203490862336156	Inverse variance weighted	cis	0.81954974745694	NA	0.0332097708327754
APOB	Lumbar spine bone mineral density	0.541454789487559	rs4751870	NA	NA	0.017170994780006	Inverse variance weighted	trans	0.30954723281105	NA	0.0281208412842655
APOB	Lumbar spine bone mineral density	0.541454789487559	rs964184	NA	NA	0.017170994780006	Inverse variance weighted	trans	0.30954723281105	NA	0.0281208412842655
APOB	Lumbar spine bone mineral density	0.541454789487559	rs520354	NA	NA	0.017170994780006	Inverse variance weighted	cis	0.30954723281105	NA	0.0281208412842655
APOB	Hippocampus volume	0.544903574181808	rs4751870	NA	NA	-9.68465272798123	Inverse variance weighted	trans	0.262748184329249	NA	15.9967289342904
APOB	Hippocampus volume	0.544903574181808	rs520354	NA	NA	-9.68465272798123	Inverse variance weighted	cis	0.262748184329249	NA	15.9967289342904
APOB	Ischemic stroke	0.547016136788732	rs964184	NA	NA	-0.0315228068213554	Inverse variance weighted	trans	0.592804067984063	NA	0.0523428266828725
APOB	Ischemic stroke	0.547016136788732	rs520354	NA	NA	-0.0315228068213554	Inverse variance weighted	cis	0.592804067984063	NA	0.0523428266828725
APOB	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	0.548857354392544	rs4751870	NA	NA	-0.0150845456140847	Inverse variance weighted	trans	0.150509611145203	NA	0.0251630010862499
APOB	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	0.548857354392544	rs964184	NA	NA	-0.0150845456140847	Inverse variance weighted	trans	0.150509611145203	NA	0.0251630010862499
APOB	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	0.548857354392544	rs520354	NA	NA	-0.0150845456140847	Inverse variance weighted	cis	0.150509611145203	NA	0.0251630010862499
APOB	Diagnoses - main ICD10: S76 Injury of muscle and tendon at hip and thigh level	0.552428890830332	rs4751870	NA	NA	9.3490291196483e-05	Inverse variance weighted	trans	0.350206686711572	NA	0.000157358098999604
APOB	Diagnoses - main ICD10: S76 Injury of muscle and tendon at hip and thigh level	0.552428890830332	rs964184	NA	NA	9.3490291196483e-05	Inverse variance weighted	trans	0.350206686711572	NA	0.000157358098999604
APOB	Diagnoses - main ICD10: S76 Injury of muscle and tendon at hip and thigh level	0.552428890830332	rs520354	NA	NA	9.3490291196483e-05	Inverse variance weighted	cis	0.350206686711572	NA	0.000157358098999604
APOB	Non-cancer illness code  self-reported: bone disorder	0.556733966354706	rs4751870	NA	NA	0.000200674131014998	Inverse variance weighted	trans	0.872165468131761	NA	0.000341457000024688
APOB	Non-cancer illness code  self-reported: bone disorder	0.556733966354706	rs964184	NA	NA	0.000200674131014998	Inverse variance weighted	trans	0.872165468131761	NA	0.000341457000024688
APOB	Non-cancer illness code  self-reported: bone disorder	0.556733966354706	rs520354	NA	NA	0.000200674131014998	Inverse variance weighted	cis	0.872165468131761	NA	0.000341457000024688
APOB	Non-cancer illness code  self-reported: chronic obstructive airways disease or copd	0.557404730868215	rs4751870	NA	NA	-0.000249053323606035	Inverse variance weighted	trans	0.665535761067924	NA	0.000424498077762266
APOB	Non-cancer illness code  self-reported: chronic obstructive airways disease or copd	0.557404730868215	rs964184	NA	NA	-0.000249053323606035	Inverse variance weighted	trans	0.665535761067924	NA	0.000424498077762266
APOB	Non-cancer illness code  self-reported: chronic obstructive airways disease or copd	0.557404730868215	rs520354	NA	NA	-0.000249053323606035	Inverse variance weighted	cis	0.665535761067924	NA	0.000424498077762266
APOB	Diagnoses - main ICD10: I84 Haemorrhoids	0.560950246215798	rs4751870	NA	NA	-0.000747330750616489	Inverse variance weighted	trans	0.259439793875296	NA	0.00128533085129632
APOB	Diagnoses - main ICD10: I84 Haemorrhoids	0.560950246215798	rs964184	NA	NA	-0.000747330750616489	Inverse variance weighted	trans	0.259439793875296	NA	0.00128533085129632
APOB	Diagnoses - main ICD10: I84 Haemorrhoids	0.560950246215798	rs520354	NA	NA	-0.000747330750616489	Inverse variance weighted	cis	0.259439793875296	NA	0.00128533085129632
APOB	Age at menopause	0.562433214211392	rs964184	NA	NA	0.0362744816391608	Inverse variance weighted	trans	0.872875204036011	NA	0.0626252258170762
APOB	Age at menopause	0.562433214211392	rs520354	NA	NA	0.0362744816391608	Inverse variance weighted	cis	0.872875204036011	NA	0.0626252258170762
APOB	Childhood intelligence	0.576916265710795	rs964184	NA	NA	0.0706666666666667	Wald ratio	trans	NA	NA	0.126666666666667
APOB	Diagnoses - main ICD10: B37 Candidiasis	0.579195371882834	rs4751870	NA	NA	9.17990918704517e-05	Inverse variance weighted	trans	0.310885302008299	NA	0.000165534880470146
APOB	Diagnoses - main ICD10: B37 Candidiasis	0.579195371882834	rs964184	NA	NA	9.17990918704517e-05	Inverse variance weighted	trans	0.310885302008299	NA	0.000165534880470146
APOB	Diagnoses - main ICD10: B37 Candidiasis	0.579195371882834	rs520354	NA	NA	9.17990918704517e-05	Inverse variance weighted	cis	0.310885302008299	NA	0.000165534880470146
APOB	Fasting insulin	0.580400220194649	rs964184	NA	NA	-0.00550203974516915	Inverse variance weighted	trans	0.800144895877104	NA	0.0099530347134785
APOB	Fasting insulin	0.580400220194649	rs520354	NA	NA	-0.00550203974516915	Inverse variance weighted	cis	0.800144895877104	NA	0.0099530347134785
APOB	Diagnoses - main ICD10: K40 Inguinal hernia	0.580727251211496	rs4751870	NA	NA	0.00109415639501528	Inverse variance weighted	trans	0.0469484826634278	NA	0.00198100912656573
APOB	Diagnoses - main ICD10: K40 Inguinal hernia	0.580727251211496	rs964184	NA	NA	0.00109415639501528	Inverse variance weighted	trans	0.0469484826634278	NA	0.00198100912656573
APOB	Diagnoses - main ICD10: K40 Inguinal hernia	0.580727251211496	rs520354	NA	NA	0.00109415639501528	Inverse variance weighted	cis	0.0469484826634278	NA	0.00198100912656573
APOB	Small vessel disease	0.582539865790714	rs964184	NA	NA	0.0640348011196523	Inverse variance weighted	trans	0.755277724939858	NA	0.116494995341401
APOB	Small vessel disease	0.582539865790714	rs520354	NA	NA	0.0640348011196523	Inverse variance weighted	cis	0.755277724939858	NA	0.116494995341401
APOB	Transferrin	0.586655282753791	rs520354	NA	NA	0.0184635674249918	Wald ratio	cis	NA	NA	0.0339597757995384
APOB	Non-cancer illness code  self-reported: retinal detachment	0.589271981684084	rs4751870	NA	NA	0.000225358861911892	Inverse variance weighted	trans	0.526649659756131	NA	0.000417415231543223
APOB	Non-cancer illness code  self-reported: retinal detachment	0.589271981684084	rs964184	NA	NA	0.000225358861911892	Inverse variance weighted	trans	0.526649659756131	NA	0.000417415231543223
APOB	Non-cancer illness code  self-reported: retinal detachment	0.589271981684084	rs520354	NA	NA	0.000225358861911892	Inverse variance weighted	cis	0.526649659756131	NA	0.000417415231543223
APOB	Thalamus volume	0.594887340204656	rs4751870	NA	NA	-10.1976144255971	Inverse variance weighted	trans	0.777963744181107	NA	19.1768449168556
APOB	Thalamus volume	0.594887340204656	rs520354	NA	NA	-10.1976144255971	Inverse variance weighted	cis	0.777963744181107	NA	19.1768449168556
APOB	Sodium in urine	0.595240586034934	rs4751870	NA	NA	-0.00540844007287045	Inverse variance weighted	trans	0.119090544663826	NA	0.0101804558222611
APOB	Sodium in urine	0.595240586034934	rs964184	NA	NA	-0.00540844007287045	Inverse variance weighted	trans	0.119090544663826	NA	0.0101804558222611
APOB	Sodium in urine	0.595240586034934	rs520354	NA	NA	-0.00540844007287045	Inverse variance weighted	cis	0.119090544663826	NA	0.0101804558222611
APOB	Diagnoses - main ICD10: M23 Internal derangement of knee	0.598388086000865	rs4751870	NA	NA	0.00055765571325323	Inverse variance weighted	trans	0.641548140975261	NA	0.00105873286770557
APOB	Diagnoses - main ICD10: M23 Internal derangement of knee	0.598388086000865	rs964184	NA	NA	0.00055765571325323	Inverse variance weighted	trans	0.641548140975261	NA	0.00105873286770557
APOB	Diagnoses - main ICD10: M23 Internal derangement of knee	0.598388086000865	rs520354	NA	NA	0.00055765571325323	Inverse variance weighted	cis	0.641548140975261	NA	0.00105873286770557
APOB	Diagnoses - main ICD10: I48 Atrial fibrillation and flutter	0.606553173699446	rs4751870	NA	NA	-0.000391274947514078	Inverse variance weighted	trans	0.519926093451684	NA	0.000759757504113635
APOB	Diagnoses - main ICD10: I48 Atrial fibrillation and flutter	0.606553173699446	rs964184	NA	NA	-0.000391274947514078	Inverse variance weighted	trans	0.519926093451684	NA	0.000759757504113635
APOB	Diagnoses - main ICD10: I48 Atrial fibrillation and flutter	0.606553173699446	rs520354	NA	NA	-0.000391274947514078	Inverse variance weighted	cis	0.519926093451684	NA	0.000759757504113635
APOB	Anorexia nervosa	0.611067020231325	rs520354	NA	NA	-0.0490006358414886	Wald ratio	cis	NA	NA	0.0963534454335641
APOB	Non-cancer illness code  self-reported: joint disorder	0.62219445112246	rs4751870	NA	NA	-0.000356081068015068	Inverse variance weighted	trans	0.12119269465232	NA	0.000722651229108524
APOB	Non-cancer illness code  self-reported: joint disorder	0.62219445112246	rs964184	NA	NA	-0.000356081068015068	Inverse variance weighted	trans	0.12119269465232	NA	0.000722651229108524
APOB	Non-cancer illness code  self-reported: joint disorder	0.62219445112246	rs520354	NA	NA	-0.000356081068015068	Inverse variance weighted	cis	0.12119269465232	NA	0.000722651229108524
APOB	Non-cancer illness code  self-reported: hypothyroidism or myxoedema	0.637603731392138	rs4751870	NA	NA	-0.00143538391899964	Inverse variance weighted	trans	0.0189871575908763	NA	0.00304718900185442
APOB	Non-cancer illness code  self-reported: hypothyroidism or myxoedema	0.637603731392138	rs964184	NA	NA	-0.00143538391899964	Inverse variance weighted	trans	0.0189871575908763	NA	0.00304718900185442
APOB	Non-cancer illness code  self-reported: hypothyroidism or myxoedema	0.637603731392138	rs520354	NA	NA	-0.00143538391899964	Inverse variance weighted	cis	0.0189871575908763	NA	0.00304718900185442
APOB	Diagnoses - main ICD10: M54 Dorsalgia	0.64123512409218	rs4751870	NA	NA	0.000528858186267568	Inverse variance weighted	trans	0.220981890947459	NA	0.00113495558186772
APOB	Diagnoses - main ICD10: M54 Dorsalgia	0.64123512409218	rs964184	NA	NA	0.000528858186267568	Inverse variance weighted	trans	0.220981890947459	NA	0.00113495558186772
APOB	Diagnoses - main ICD10: M54 Dorsalgia	0.64123512409218	rs520354	NA	NA	0.000528858186267568	Inverse variance weighted	cis	0.220981890947459	NA	0.00113495558186772
APOB	Non-cancer illness code  self-reported: diverticular disease or diverticulitis	0.64618480831428	rs4751870	NA	NA	0.000350229850528927	Inverse variance weighted	trans	0.734126391400691	NA	0.000762913752684751
